#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27122100,2022:1:23:7:31:44,3,11.3821809,47.3091324,2064811,-77,27,-2,82,35894086,239,10,925638407,1,6.62,2022-01-23 07:31:44,2064.811
27122200,2022:1:23:7:31:44,3,11.3821808,47.309132,2064844,-132,-18,-9,134,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.844
27122300,2022:1:23:7:31:44,3,11.3821809,47.3091318,2064866,-83,28,-7,88,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.866
27122400,2022:1:23:7:31:44,3,11.3821808,47.3091318,2064872,-44,8,-10,44,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.872
27122500,2022:1:23:7:31:44,3,11.3821808,47.3091316,2064875,-76,14,-8,77,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.875
27122600,2022:1:23:7:31:44,3,11.3821808,47.3091314,2064903,-63,-11,-7,64,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.903
27122700,2022:1:23:7:31:44,3,11.3821809,47.3091312,2064919,-69,36,-9,78,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.919
27122800,2022:1:23:7:31:44,3,11.3821809,47.3091311,2064922,-39,14,-8,42,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.922
27122900,2022:1:23:7:31:44,3,11.3821808,47.3091312,2064924,24,-7,-9,25,35894086,239,10,925638407,0,6.62,2022-01-23 07:31:44,2064.924
27123000,2022:1:23:7:31:45,3,11.3821809,47.3091308,2064942,-62,-12,-13,63,35894086,239,10,925703943,0,6.62,2022-01-23 07:31:45,2064.942
27123100,2022:1:23:7:31:45,3,11.3821808,47.3091308,2064963,-29,-27,-22,39,35894086,239,10,925703943,0,6.62,2022-01-23 07:31:45,2064.963
27123200,2022:1:23:7:31:45,3,11.3821808,47.3091307,2064958,-37,-9,-16,38,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.958
27123300,2022:1:23:7:31:45,3,11.3821809,47.3091306,2064938,-40,15,-7,43,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.938
27123400,2022:1:23:7:31:45,3,11.382181,47.3091305,2064923,-78,12,-5,79,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.923
27123500,2022:1:23:7:31:45,3,11.3821811,47.3091304,2064957,-4,-14,-18,15,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.957
27123600,2022:1:23:7:31:45,3,11.3821812,47.3091304,2064944,-8,-2,-15,8,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.944
27123700,2022:1:23:7:31:45,3,11.3821813,47.3091304,2064940,10,-6,-17,12,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.94
27123800,2022:1:23:7:31:45,3,11.3821813,47.3091302,2064932,-45,3,-13,45,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.932
27123900,2022:1:23:7:31:45,3,11.3821814,47.3091301,2064956,2,33,-19,33,35894086,239,10,925703943,1,6.62,2022-01-23 07:31:45,2064.956
27124000,2022:1:23:7:31:46,3,11.3821812,47.3091298,2064954,-97,-34,-16,103,35894086,239,10,925769479,1,6.62,2022-01-23 07:31:46,2064.954
27124100,2022:1:23:7:31:46,3,11.3821812,47.3091296,2064961,-107,7,-18,107,35894086,239,10,925769479,1,6.62,2022-01-23 07:31:46,2064.961
27124200,2022:1:23:7:31:46,3,11.382181,47.3091295,2064947,-103,-49,-13,114,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.947
27124300,2022:1:23:7:31:46,3,11.3821811,47.3091293,2064962,-95,29,-18,99,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.962
27124400,2022:1:23:7:31:46,3,11.3821811,47.3091294,2064956,-12,1,-23,12,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.956
27124500,2022:1:23:7:31:46,3,11.3821809,47.3091294,2064951,-12,-36,-25,38,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.951
27124600,2022:1:23:7:31:46,3,11.3821809,47.3091293,2064929,-58,13,-15,59,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.929
27124700,2022:1:23:7:31:46,3,11.3821807,47.3091295,2064899,5,-20,-11,20,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.899
27124800,2022:1:23:7:31:46,3,11.3821808,47.3091296,2064894,15,38,-18,41,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.894
27124900,2022:1:23:7:31:46,3,11.3821807,47.3091296,2064877,5,3,-21,6,35894086,239,10,925769479,0,6.62,2022-01-23 07:31:46,2064.877
27125000,2022:1:23:7:31:47,3,11.3821806,47.3091293,2064897,-58,-28,-29,64,35894086,239,10,925835015,0,6.62,2022-01-23 07:31:47,2064.897
27125100,2022:1:23:7:31:47,3,11.3821808,47.3091294,2064892,-17,61,-40,63,35894086,239,10,925835015,0,6.62,2022-01-23 07:31:47,2064.892
27125200,2022:1:23:7:31:47,3,11.3821807,47.3091296,2064875,6,30,-48,31,35894086,239,10,925835015,1,6.62,2022-01-23 07:31:47,2064.875
27125300,2022:1:23:7:31:47,3,11.3821807,47.3091292,2064872,-92,8,-47,92,35894086,239,10,925835015,1,6.62,2022-01-23 07:31:47,2064.872
27125400,2022:1:23:7:31:47,3,11.3821807,47.3091295,2064848,-13,3,-42,14,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.848
27125500,2022:1:23:7:31:47,3,11.3821807,47.3091294,2064845,-25,24,-44,35,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.845
27125600,2022:1:23:7:31:47,3,11.3821807,47.3091296,2064829,19,17,-42,26,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.829
27125700,2022:1:23:7:31:47,3,11.3821806,47.3091299,2064814,105,-13,-40,106,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.814
27125800,2022:1:23:7:31:47,3,11.3821806,47.3091298,2064771,21,12,-27,24,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.771
27125900,2022:1:23:7:31:47,3,11.3821805,47.3091297,2064791,34,-33,-33,47,35894086,239,10,925835015,1,6.69,2022-01-23 07:31:47,2064.791
27126000,2022:1:23:7:31:48,3,11.3821805,47.3091295,2064748,-51,8,-16,52,35894086,239,10,925900551,1,6.69,2022-01-23 07:31:48,2064.748
27126100,2022:1:23:7:31:48,3,11.3821805,47.3091297,2064720,3,4,-11,5,35894086,239,10,925900551,1,6.69,2022-01-23 07:31:48,2064.72
27126200,2022:1:23:7:31:48,3,11.3821803,47.3091297,2064708,2,-33,-9,33,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.708
27126300,2022:1:23:7:31:48,3,11.3821802,47.3091298,2064678,7,-38,-6,39,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.678
27126400,2022:1:23:7:31:48,3,11.3821802,47.3091297,2064650,-6,3,-1,7,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.65
27126500,2022:1:23:7:31:48,3,11.3821802,47.3091298,2064643,21,16,-3,27,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.643
27126600,2022:1:23:7:31:48,3,11.3821801,47.3091298,2064588,-17,6,9,18,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.588
27126700,2022:1:23:7:31:48,3,11.3821801,47.3091297,2064586,-36,10,0,38,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.586
27126800,2022:1:23:7:31:48,3,11.3821802,47.3091299,2064548,13,28,3,31,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.548
27126900,2022:1:23:7:31:48,3,11.3821801,47.3091301,2064515,33,-27,7,43,35894086,239,10,925900551,0,6.69,2022-01-23 07:31:48,2064.515
27127000,2022:1:23:7:31:49,3,11.3821802,47.3091297,2064533,-22,-13,-3,26,35894086,239,10,925966087,0,6.69,2022-01-23 07:31:49,2064.533
27127100,2022:1:23:7:31:49,3,11.3821805,47.3091298,2064470,-73,86,12,113,35894086,239,10,925966087,0,6.69,2022-01-23 07:31:49,2064.47
27127200,2022:1:23:7:31:49,3,11.3821805,47.3091297,2064464,-66,11,5,67,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.464
27127300,2022:1:23:7:31:49,3,11.3821806,47.3091296,2064462,-55,22,5,59,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.462
27127400,2022:1:23:7:31:49,3,11.3821806,47.3091296,2064469,-36,-12,-2,38,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.469
27127500,2022:1:23:7:31:49,3,11.3821806,47.3091296,2064470,-8,-12,-9,15,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.47
27127600,2022:1:23:7:31:49,3,11.3821805,47.3091298,2064426,-11,-55,3,56,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.426
27127700,2022:1:23:7:31:49,3,11.3821808,47.3091295,2064440,-50,47,-8,69,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.44
27127800,2022:1:23:7:31:49,3,11.3821808,47.3091292,2064405,-159,-20,2,161,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.405
27127900,2022:1:23:7:31:49,3,11.3821809,47.309129,2064391,-183,7,5,184,35894086,239,10,925966087,1,6.69,2022-01-23 07:31:49,2064.391
27128000,2022:1:23:7:31:50,3,11.3821809,47.3091292,2064380,-116,7,2,116,35894086,239,10,926031623,1,6.69,2022-01-23 07:31:50,2064.38
27128100,2022:1:23:7:31:50,3,11.3821809,47.3091291,2064359,-124,-15,6,125,35894086,239,10,926031623,1,6.69,2022-01-23 07:31:50,2064.359
27128200,2022:1:23:7:31:50,3,11.3821809,47.3091293,2064334,-72,-9,13,72,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.334
27128300,2022:1:23:7:31:50,3,11.3821811,47.309129,2064347,-100,39,5,108,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.347
27128400,2022:1:23:7:31:50,3,11.382181,47.3091291,2064344,-77,-5,2,77,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.344
27128500,2022:1:23:7:31:50,3,11.382181,47.3091295,2064299,23,2,17,23,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.299
27128600,2022:1:23:7:31:50,3,11.382181,47.3091295,2064316,25,-10,8,27,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.316
27128700,2022:1:23:7:31:50,3,11.382181,47.3091291,2064319,-98,8,7,98,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.319
27128800,2022:1:23:7:31:50,3,11.3821811,47.309129,2064339,-91,46,-7,102,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.339
27128900,2022:1:23:7:31:50,3,11.3821811,47.309129,2064339,-67,10,-7,68,35894086,239,10,926031623,0,6.69,2022-01-23 07:31:50,2064.339
27129000,2022:1:23:7:31:51,3,11.382181,47.3091292,2064308,-15,-11,8,18,35894086,239,10,926097159,0,6.69,2022-01-23 07:31:51,2064.308
27129100,2022:1:23:7:31:51,3,11.382181,47.3091292,2064310,-14,-5,8,15,35894086,239,10,926097159,0,6.69,2022-01-23 07:31:51,2064.31
27129200,2022:1:23:7:31:51,3,11.382181,47.3091289,2064315,-69,21,7,72,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.315
27129300,2022:1:23:7:31:51,3,11.382181,47.3091289,2064308,-79,15,2,80,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.308
27129400,2022:1:23:7:31:51,3,11.382181,47.3091288,2064314,-74,-21,-3,77,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.314
27129500,2022:1:23:7:31:51,3,11.382181,47.3091288,2064287,-83,38,4,91,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.287
27129600,2022:1:23:7:31:51,3,11.382181,47.3091288,2064289,-60,6,2,60,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.289
27129700,2022:1:23:7:31:51,3,11.3821809,47.3091288,2064288,-49,-17,6,52,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.288
27129800,2022:1:23:7:31:51,3,11.3821808,47.3091287,2064287,-70,-15,3,72,35894086,239,10,926097159,1,6.69,2022-01-23 07:31:51,2064.287
27129900,2022:1:23:7:31:51,3,11.3821808,47.3091288,2064274,-41,4,6,41,35894086,239,10,926097159,1,6.75,2022-01-23 07:31:51,2064.274
27130000,2022:1:23:7:31:52,3,11.3821808,47.3091288,2064273,-42,16,4,45,35894086,239,10,926162695,1,6.75,2022-01-23 07:31:52,2064.273
27130100,2022:1:23:7:31:52,3,11.3821808,47.3091289,2064280,19,-10,-3,22,35894086,239,10,926162695,1,6.75,2022-01-23 07:31:52,2064.28
27130200,2022:1:23:7:31:52,3,11.3821807,47.3091291,2064263,30,-17,4,34,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.263
27130300,2022:1:23:7:31:52,3,11.3821808,47.3091292,2064274,72,42,-5,84,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.274
27130400,2022:1:23:7:31:52,3,11.3821807,47.3091291,2064268,5,-16,-1,16,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.268
27130500,2022:1:23:7:31:52,3,11.3821807,47.3091289,2064281,-22,3,-2,23,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.281
27130600,2022:1:23:7:31:52,3,11.3821806,47.3091291,2064291,48,2,-7,48,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.291
27130700,2022:1:23:7:31:52,3,11.3821805,47.3091293,2064262,62,-20,8,65,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.262
27130800,2022:1:23:7:31:52,3,11.3821805,47.309129,2064274,-24,32,7,40,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.274
27130900,2022:1:23:7:31:52,3,11.3821804,47.3091291,2064276,-2,-14,4,15,35894086,239,10,926162695,0,6.75,2022-01-23 07:31:52,2064.276
27131000,2022:1:23:7:31:53,3,11.3821804,47.3091293,2064285,59,-22,0,63,35894086,239,10,926228231,0,6.75,2022-01-23 07:31:53,2064.285
27131100,2022:1:23:7:31:53,3,11.3821804,47.3091292,2064296,28,34,4,44,35894086,239,10,926228231,0,6.75,2022-01-23 07:31:53,2064.296
27131200,2022:1:23:7:31:53,3,11.3821803,47.3091294,2064291,62,2,3,62,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.291
27131300,2022:1:23:7:31:53,3,11.3821802,47.3091292,2064342,64,-18,-12,67,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.342
27131400,2022:1:23:7:31:53,3,11.3821802,47.3091289,2064376,3,-12,-15,12,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.376
27131500,2022:1:23:7:31:53,3,11.3821802,47.3091291,2064349,50,5,3,51,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.349
27131600,2022:1:23:7:31:53,3,11.3821802,47.3091291,2064379,67,-9,0,67,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.379
27131700,2022:1:23:7:31:53,3,11.3821801,47.3091289,2064406,45,-33,-4,56,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.406
27131800,2022:1:23:7:31:53,3,11.3821803,47.3091286,2064415,-16,28,2,32,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.415
27131900,2022:1:23:7:31:53,3,11.3821802,47.3091284,2064424,-56,-10,0,57,35894086,239,10,926228231,1,6.75,2022-01-23 07:31:53,2064.424
27132000,2022:1:23:7:31:54,3,11.3821803,47.3091284,2064437,5,-1,1,5,35894086,239,10,926293767,1,6.75,2022-01-23 07:31:54,2064.437
27132100,2022:1:23:7:31:54,3,11.3821802,47.3091286,2064444,82,-16,-2,84,35894086,239,10,926293767,1,6.75,2022-01-23 07:31:54,2064.444
27132200,2022:1:23:7:31:54,3,11.3821804,47.3091283,2064461,-18,32,-8,36,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.461
27132300,2022:1:23:7:31:54,3,11.3821803,47.3091283,2064441,-10,-26,-3,28,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.441
27132400,2022:1:23:7:31:54,3,11.3821804,47.3091281,2064443,-51,3,-8,51,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.443
27132500,2022:1:23:7:31:54,3,11.3821806,47.3091281,2064444,-26,17,-8,31,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.444
27132600,2022:1:23:7:31:54,3,11.3821804,47.3091283,2064435,18,-43,-11,47,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.435
27132700,2022:1:23:7:31:54,3,11.3821806,47.3091283,2064436,45,21,-11,50,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.436
27132800,2022:1:23:7:31:54,3,11.3821806,47.3091284,2064431,60,-14,-8,62,35894086,239,10,926293767,0,6.75,2022-01-23 07:31:54,2064.431
27132900,2022:1:23:7:31:54,3,11.3821807,47.3091284,2064436,70,-21,-13,73,35894086,239,10,926293767,0,6.81,2022-01-23 07:31:54,2064.436
27133000,2022:1:23:7:31:55,3,11.3821808,47.3091283,2064441,41,4,-20,41,35894086,239,10,926359303,0,6.81,2022-01-23 07:31:55,2064.441
27133100,2022:1:23:7:31:55,3,11.3821811,47.3091284,2064443,63,36,-24,72,35894086,239,10,926359303,0,6.81,2022-01-23 07:31:55,2064.443
27133200,2022:1:23:7:31:55,3,11.382181,47.3091287,2064393,101,-34,-7,106,35894086,239,10,926359303,1,6.81,2022-01-23 07:31:55,2064.393
27133300,2022:1:23:7:31:55,3,11.3821812,47.3091287,2064404,111,8,-19,111,35894086,239,10,926359303,1,6.81,2022-01-23 07:31:55,2064.404
27133400,2022:1:23:7:31:55,3,11.3821812,47.3091291,2064374,153,-9,-16,154,35894086,239,10,926359303,1,6.81,2022-01-23 07:31:55,2064.374
27133500,2022:1:23:7:31:55,3,11.3821813,47.3091291,2064344,69,-21,-12,72,35894086,239,10,926359303,1,6.81,2022-01-23 07:31:55,2064.344
27133600,2022:1:23:7:31:55,3,11.3821815,47.309129,2064356,61,41,-23,73,35894086,239,10,926359303,1,6.75,2022-01-23 07:31:55,2064.356
27133700,2022:1:23:7:31:55,3,11.3821816,47.309129,2064325,-4,8,-17,9,35894086,239,10,926359303,1,6.75,2022-01-23 07:31:55,2064.325
27133800,2022:1:23:7:31:55,3,11.3821816,47.309129,2064291,-42,-5,-12,42,35894086,239,10,926359303,1,6.75,2022-01-23 07:31:55,2064.291
27133900,2022:1:23:7:31:55,3,11.3821818,47.3091291,2064276,-7,25,-9,26,35894086,239,10,926359303,1,6.75,2022-01-23 07:31:55,2064.276
27134000,2022:1:23:7:31:56,3,11.3821819,47.3091289,2064289,-29,-10,-22,30,35894086,239,10,926424839,1,6.75,2022-01-23 07:31:56,2064.289
27134100,2022:1:23:7:31:56,3,11.382182,47.3091291,2064262,38,-3,-11,38,35894086,239,10,926424839,1,6.75,2022-01-23 07:31:56,2064.262
27134200,2022:1:23:7:31:56,3,11.3821821,47.309129,2064250,1,-13,-14,13,35894086,239,10,926424839,0,6.75,2022-01-23 07:31:56,2064.25
27134300,2022:1:23:7:31:56,3,11.3821821,47.3091288,2064240,-61,-23,-15,66,35894086,239,10,926424839,0,6.75,2022-01-23 07:31:56,2064.24
27134400,2022:1:23:7:31:56,3,11.3821823,47.3091288,2064244,-50,12,-20,51,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.244
27134500,2022:1:23:7:31:56,3,11.3821823,47.3091289,2064193,-31,15,0,34,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.193
27134600,2022:1:23:7:31:56,3,11.3821825,47.3091288,2064232,-9,23,-18,25,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.232
27134700,2022:1:23:7:31:56,3,11.3821825,47.309129,2064211,65,-9,-13,66,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.211
27134800,2022:1:23:7:31:56,3,11.3821826,47.309129,2064198,3,6,-17,7,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.198
27134900,2022:1:23:7:31:56,3,11.3821827,47.3091289,2064162,-52,20,-16,56,35894086,239,10,926424839,0,6.81,2022-01-23 07:31:56,2064.162
27135000,2022:1:23:7:31:57,3,11.3821828,47.3091285,2064122,-225,14,-12,225,35894086,239,10,926490375,0,6.81,2022-01-23 07:31:57,2064.122
27135100,2022:1:23:7:31:57,3,11.3821829,47.3091285,2064115,-187,11,-24,187,35894086,239,10,926490375,0,6.81,2022-01-23 07:31:57,2064.115
27135200,2022:1:23:7:31:57,3,11.382183,47.3091286,2064106,-128,10,-36,128,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.106
27135300,2022:1:23:7:31:57,3,11.3821831,47.3091286,2064070,-129,30,-27,132,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.07
27135400,2022:1:23:7:31:57,3,11.3821833,47.3091285,2064079,-97,56,-35,112,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.079
27135500,2022:1:23:7:31:57,3,11.3821834,47.3091282,2064069,-185,23,-37,186,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.069
27135600,2022:1:23:7:31:57,3,11.3821833,47.3091281,2064056,-187,-52,-34,195,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.056
27135700,2022:1:23:7:31:57,3,11.3821835,47.3091282,2064041,-98,16,-30,99,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.041
27135800,2022:1:23:7:31:57,3,11.3821835,47.3091285,2063997,-66,18,-24,69,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2063.997
27135900,2022:1:23:7:31:57,3,11.3821835,47.3091284,2064011,-11,-46,-26,48,35894086,239,10,926490375,1,6.81,2022-01-23 07:31:57,2064.011
27136000,2022:1:23:7:31:58,3,11.3821836,47.3091285,2063986,-14,-8,-16,17,35894086,239,10,926555911,1,6.81,2022-01-23 07:31:58,2063.986
27136100,2022:1:23:7:31:58,3,11.3821837,47.3091286,2063952,-18,3,-4,18,35894086,239,10,926555911,1,6.81,2022-01-23 07:31:58,2063.952
27136200,2022:1:23:7:31:58,3,11.3821838,47.3091287,2063947,14,0,-11,14,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.947
27136300,2022:1:23:7:31:58,3,11.3821839,47.3091285,2063930,-80,22,-6,83,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.93
27136400,2022:1:23:7:31:58,3,11.3821839,47.3091284,2063934,-62,-3,-10,62,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.934
27136500,2022:1:23:7:31:58,3,11.3821838,47.3091285,2063903,-50,-67,3,84,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.903
27136600,2022:1:23:7:31:58,3,11.3821838,47.3091285,2063903,-51,-54,4,74,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.903
27136700,2022:1:23:7:31:58,3,11.3821839,47.3091288,2063897,54,12,-2,55,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.897
27136800,2022:1:23:7:31:58,3,11.3821839,47.309129,2063870,65,5,8,65,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.87
27136900,2022:1:23:7:31:58,3,11.382184,47.309129,2063904,83,27,-10,87,35894086,239,10,926555911,0,6.81,2022-01-23 07:31:58,2063.904
27137000,2022:1:23:7:31:59,3,11.3821839,47.3091293,2063844,64,-28,10,70,35894086,239,10,926621447,0,6.81,2022-01-23 07:31:59,2063.844
27137100,2022:1:23:7:31:59,3,11.3821839,47.3091291,2063840,4,-26,9,26,35894086,239,10,926621447,0,6.81,2022-01-23 07:31:59,2063.84
27137200,2022:1:23:7:31:59,3,11.382184,47.3091291,2063863,19,10,-4,22,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.863
27137300,2022:1:23:7:31:59,3,11.3821839,47.3091294,2063814,41,-10,9,42,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.814
27137400,2022:1:23:7:31:59,3,11.3821838,47.3091296,2063793,46,-34,16,58,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.793
27137500,2022:1:23:7:31:59,3,11.3821839,47.3091294,2063818,26,-25,4,36,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.818
27137600,2022:1:23:7:31:59,3,11.382184,47.3091295,2063815,59,20,6,62,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.815
27137700,2022:1:23:7:31:59,3,11.382184,47.3091292,2063832,-42,-12,0,44,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.832
27137800,2022:1:23:7:31:59,3,11.382184,47.3091292,2063806,-54,-1,10,54,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.806
27137900,2022:1:23:7:31:59,3,11.3821841,47.309129,2063814,-83,43,4,94,35894086,239,10,926621447,1,6.81,2022-01-23 07:31:59,2063.814
27138000,2022:1:23:7:32:0,3,11.382184,47.309129,2063781,-111,-26,9,114,35894086,239,10,922755079,1,6.81,2022-01-23 07:32:00,2063.781
27138100,2022:1:23:7:32:0,3,11.3821841,47.3091293,2063735,-44,22,22,49,35894086,239,10,922755079,1,6.81,2022-01-23 07:32:00,2063.735
27138200,2022:1:23:7:32:0,3,11.3821842,47.3091291,2063761,-58,27,7,63,35894086,239,10,922755079,0,6.81,2022-01-23 07:32:00,2063.761
27138300,2022:1:23:7:32:0,3,11.3821841,47.3091289,2063764,-91,-16,3,93,35894086,239,10,922755079,0,6.81,2022-01-23 07:32:00,2063.764
27138400,2022:1:23:7:32:0,3,11.3821842,47.3091289,2063756,-70,-2,-3,70,35894086,239,10,922755079,0,6.81,2022-01-23 07:32:00,2063.756
27138500,2022:1:23:7:32:0,3,11.3821843,47.3091288,2063747,-80,43,-3,91,35894086,239,10,922755079,0,6.81,2022-01-23 07:32:00,2063.747
27138600,2022:1:23:7:32:0,3,11.3821844,47.3091286,2063736,-152,-1,1,152,35894086,239,10,922755079,0,6.81,2022-01-23 07:32:00,2063.736
